DATETIME,temperature,humidity,wind_speed,rain,Hour,MonthNumb,Day of week,TOTALDEMAND,FORECASTDEMAND,PERIODID,24hrpreverror,48hrpreverror,7daypreverror,14daypreverror
09-10-17 4:00,15.89,94.8,1.15,0.9,4,10,2,5831.149902,5773.38,24,-161.7402344,0,0,0
09-10-17 5:00,15.32,92.27,1.47,0,5,10,2,6348.879883,6311.87,24,-263.2199023,0,0,0
09-10-17 6:00,16.05,88.07,1.48,0,6,10,2,7312.049805,7433.97,24,-451.4398438,0,0,0
09-10-17 7:00,18.25,78.4,1.92,0,7,10,2,7858.22998,8168.63,24,-203.7999023,0,0,0
09-10-17 8:00,22.23,62.15,2.91,0,8,10,2,7894.259766,8199.38,24,-62.14023437,0,0,0
09-10-17 9:00,26.71,43.82,3.97,0,9,10,2,7882.609863,8279.2,24,-90.26978516,0,0,0
09-10-17 10:00,30.03,29.3,4.45,0,10,10,2,7929.850098,8272.82,24,98.94996094,0,0,0
09-10-17 11:00,31.29,21.93,4.09,0,11,10,2,7924.140137,8149.93,24,130.8199219,0,0,0
09-10-17 12:00,30.72,22.06,3.29,0,12,10,2,7953.209961,8162.8,24,297.5702344,0,0,0
09-10-17 13:00,29.82,24.2,2.75,0,13,10,2,8079.839844,8322.57,24,357.9702148,0,0,0
09-10-17 14:00,29.52,25.21,2.94,0,14,10,2,8280.679688,8420.07,24,446.6898242,0,0,0
09-10-17 15:00,29.6,25.32,3.53,0,15,10,2,8279.110352,8580.54,24,572.4899805,0,0,0
09-10-17 16:00,29.53,25.6,3.97,0,16,10,2,8672.219727,8800.83,24,502.9701953,0,0,0
09-10-17 17:00,29.76,26.8,4.65,0,17,10,2,8814.509766,8876.58,24,360.9999023,0,0,0
09-10-17 18:00,27.95,31.83,4.43,0,18,10,2,8733.330078,8791.51,24,281.6799414,0,0,0
09-10-17 19:00,25.59,40.1,4.63,0,19,10,2,8706.009766,8708.57,24,-135.5099609,0,0,0
09-10-17 20:00,22.59,52.45,5.24,0,20,10,2,8342.620117,8358.87,24,-157.1999805,0,0,0
09-10-17 21:00,19.51,65.64,5.89,0,21,10,2,7762.950195,7786.05,24,-204.6899023,0,0,0
09-10-17 22:00,17.1,75.4,6.09,0,22,10,2,7450.529785,7483.04,24,-159.2000391,0,0,0
09-10-17 23:00,16.07,81.04,5.38,0,23,10,2,7312.529785,7316.01,24,68.80986328,-31.01978516,0,0
10-10-17 0:00,15.88,78.72,4.57,0,0,10,3,7096.470215,7085.13,24,6.920195313,-98.58003906,0,0
10-10-17 1:00,16.12,74.4,3.76,0,1,10,3,6739.359863,6788,24,41.00017578,-56.72976563,0,0
10-10-17 2:00,16.35,71.17,3.28,0,2,10,3,6220.52002,6306.41,24,37.65996094,-40.23986328,0,0
10-10-17 3:00,16.47,69.35,3.03,0,3,10,3,5907.790039,6059.98,24,-23.50021484,-64.24001953,0,0
10-10-17 4:00,16.48,68.6,2.77,0,4,10,3,5984.799805,6119.23,24,57.76990234,-161.7402344,0,0
10-10-17 5:00,16.24,71.65,2.65,0,5,10,3,6523.200195,6591.81,24,37.00988281,-263.2199023,0,0
10-10-17 6:00,16.34,71.04,2.38,0,6,10,3,7512.799805,7566.27,24,-121.9201953,-451.4398438,0,0
10-10-17 7:00,16.49,70.1,2.17,0,7,10,3,8076.600098,8257.91,24,-310.4000195,-203.7999023,0,0
10-10-17 8:00,16.75,68.59,2.09,0,8,10,3,7999.419922,8257.86,24,-305.1202344,-62.14023437,0,0
10-10-17 9:00,17.13,66.4,2.08,0,9,10,3,8002.660156,8138.47,24,-396.5901367,-90.26978516,0,0
10-10-17 10:00,17.7,63.5,2.07,0,10,10,3,7994.72998,7998.36,24,-342.9699023,98.94996094,0,0
10-10-17 11:00,18.34,66.88,2.01,0,11,10,3,7907.870117,7942.73,24,-225.7898633,130.8199219,0,0
10-10-17 12:00,19.93,59.72,2.36,0,12,10,3,7813,7846.19,24,-209.5900391,297.5702344,0,0
10-10-17 13:00,21.06,54.48,2.81,0,13,10,3,7724.959961,7799,24,-242.7301563,357.9702148,0,0
10-10-17 14:00,21.25,53.38,3.29,0,14,10,3,7710.419922,7775.71,24,-139.3903125,446.6898242,0,0
10-10-17 15:00,20.68,55.7,3.69,0,15,10,3,7789.959961,7816.27,24,-301.4296484,572.4899805,0,0
10-10-17 16:00,19.74,60,3.93,0,16,10,3,8041.740234,7994.22,24,-128.6102734,502.9701953,0,0
10-10-17 17:00,19.57,62.47,3.88,0,17,10,3,8182.97998,8110.61,24,-62.07023437,360.9999023,0,0
10-10-17 18:00,18.42,68.22,3.83,0,18,10,3,8273.860352,8097.68,24,-58.17992188,281.6799414,0,0
10-10-17 19:00,17.48,73.45,3.59,0,19,10,3,8292.799805,8192.29,24,-2.560234375,-135.5099609,0,0
10-10-17 20:00,17.09,76.68,3.18,0,20,10,3,7880.02002,7854.25,24,-16.24988281,-157.1999805,0,0
10-10-17 21:00,17.11,78.3,2.73,0,21,10,3,7532.290039,7457.38,24,-23.09980469,-204.6899023,0,0
10-10-17 22:00,17.25,79.13,2.38,0,22,10,3,7310.220215,7285.62,24,-32.51021484,-159.2000391,0,0
10-10-17 23:00,18.13,80.41,3.01,0,23,10,3,7245.02002,7130,24,-3.480214844,68.80986328,0,0
11-10-17 0:00,18.11,81.84,2.71,0,0,10,4,6993.47998,6994.92,24,11.34021484,6.920195313,0,0
11-10-17 1:00,18.1,83,2.64,0,1,10,4,6604.839844,6800.08,24,-48.64013672,41.00017578,0,0
11-10-17 2:00,18.1,83.75,2.94,0,2,10,4,6025.120117,6268.16,24,-85.88998047,37.65996094,0,0
11-10-17 3:00,18.12,84.17,3.38,0,3,10,4,5762.459961,5977.71,24,-152.1899609,-23.50021484,0,0
11-10-17 4:00,18.17,84.42,3.67,0,4,10,4,5851.529785,6017.16,24,-134.4301953,57.76990234,0,0
11-10-17 5:00,18.51,84.79,2.84,0,5,10,4,6367.580078,6519.74,24,-68.60980469,37.00988281,0,0
11-10-17 6:00,18.99,83.19,3.38,0.1,6,10,4,7311.120117,7630.28,24,-53.47019531,-121.9201953,0,0
11-10-17 7:00,19.25,83.03,3.83,0.15,7,10,4,7944.209961,8292.14,24,-181.3099023,-310.4000195,0,0
11-10-17 8:00,19.12,85.22,3.96,0.22,8,10,4,8013.359863,8203.39,24,-258.4400781,-305.1202344,0,0
11-10-17 9:00,18.99,87.51,3.85,0.29,9,10,4,8133.52002,8142.47,24,-135.8098438,-396.5901367,0,0
11-10-17 10:00,19.39,86.83,3.65,0.31,10,10,4,8066.569824,8033.59,24,-3.630019531,-342.9699023,0,0
11-10-17 11:00,21.88,75.58,3.42,0.14,11,10,4,7947.470215,7959.82,24,-34.85988281,-225.7898633,0,0
11-10-17 12:00,23.74,66,3.55,0,12,10,4,7865.450195,7833.13,24,-33.19,-209.5900391,0,0
11-10-17 13:00,25.22,58.8,3.93,0,13,10,4,7899.169922,7795.77,24,-74.04003906,-242.7301563,0,0
11-10-17 14:00,25.9,56.71,4.74,0,14,10,4,7890.350098,7870.19,24,-65.29007813,-139.3903125,0,0
11-10-17 15:00,25.79,59.32,5.68,0,15,10,4,8102.299805,7985.76,24,-26.31003906,-301.4296484,0,0
11-10-17 16:00,24.97,65.4,6.37,0,16,10,4,8316.929688,8223.83,24,47.52023437,-128.6102734,0,0
11-10-17 17:00,23.95,72.2,5.89,0,17,10,4,8485.820313,8317.19,24,72.36998047,-62.07023437,0,0
11-10-17 18:00,22.44,80.28,5.51,0,18,10,4,8421.620117,8186.63,24,176.1803516,-58.17992188,0,0
11-10-17 19:00,21.18,87,4.89,0,19,10,4,8513.990234,8407.25,24,100.5098047,-2.560234375,0,0
11-10-17 20:00,20.66,90.08,4.17,0,20,10,4,8123.089844,8112.22,24,25.77001953,-16.24988281,0,0
11-10-17 21:00,20.66,90.42,3.43,0,21,10,4,7658.870117,7546.67,24,74.91003906,-23.09980469,0,0
11-10-17 22:00,20.79,89.7,2.72,0,22,10,4,7320.680176,7352.92,24,24.60021484,-32.51021484,0,0
11-10-17 23:00,20.77,90.46,2.37,0,23,10,4,7165.069824,7149.04,24,115.0200195,-3.480214844,0,0
12-10-17 0:00,20.36,92.18,2.75,0,0,10,5,6890.370117,6920.58,24,-1.440019531,11.34021484,0,0
12-10-17 1:00,19.98,89.84,3,0,1,10,5,6571.609863,6636.62,24,-195.2401563,-48.64013672,0,0
12-10-17 2:00,19.81,81.25,2.83,0,2,10,5,6040.240234,6105.16,24,-243.0398828,-85.88998047,0,0
12-10-17 3:00,19.86,69.9,2.43,0,3,10,5,5825.410156,5867.14,24,-215.2500391,-152.1899609,0,0
12-10-17 4:00,20.05,60.7,2.06,0,4,10,5,5837.069824,5965.57,24,-165.6302148,-134.4301953,0,0
12-10-17 5:00,21.09,61.21,4.11,0,5,10,5,6322.290039,6492.76,24,-152.1599219,-68.60980469,0,0
12-10-17 6:00,21.29,64.14,3.48,0,6,10,5,7330.879883,7546.35,24,-319.1598828,-53.47019531,0,0
12-10-17 7:00,21.82,62.6,3.3,0,7,10,5,7908.009766,8271.31,24,-347.9300391,-181.3099023,0,0
12-10-17 8:00,22.84,52.36,4,0,8,10,5,7944.779785,8355.72,24,-190.0301367,-258.4400781,0,0
12-10-17 9:00,24.12,37.57,5.13,0,9,10,5,8005.279785,8368.63,24,-8.949980469,-135.8098438,0,0
12-10-17 10:00,25.32,24.5,6.01,0,10,10,5,8007.209961,8279.85,24,32.97982422,-3.630019531,0,0
12-10-17 11:00,27.12,19.44,5.89,0,11,10,5,7903.029785,8073.15,24,-12.34978516,-34.85988281,0,0
12-10-17 12:00,27.69,16.15,5.51,0,12,10,5,7734.350098,7915.78,24,32.32019531,-33.19,0,0
12-10-17 13:00,28.13,13.81,5.16,0,13,10,5,7801.390137,7921.12,24,103.3999219,-74.04003906,0,0
12-10-17 14:00,28.45,10.96,5.13,0,14,10,5,7783.850098,7956.78,24,20.16009766,-65.29007813,0,0
12-10-17 15:00,28.27,9.95,5.22,0,15,10,5,7836.950195,8105.53,24,116.5398047,-26.31003906,0,0
12-10-17 16:00,27.06,14.07,5.1,0,16,10,5,8015.529785,8319.24,24,93.0996875,47.52023437,0,0
12-10-17 17:00,24.14,28.67,4.51,0,17,10,5,8204.089844,8488.84,24,168.6303125,72.36998047,0,0
12-10-17 18:00,21.02,45.53,3.78,0,18,10,5,8223.150391,8465.78,24,234.9901172,176.1803516,0,0
12-10-17 19:00,18.35,61.1,2.97,0,19,10,5,8300.80957,8548.71,24,106.7402344,100.5098047,0,0
12-10-17 20:00,16.86,71.34,2.16,0,20,10,5,8037.339844,8129.38,24,10.86984375,25.77001953,0,0
12-10-17 21:00,16.26,76.78,1.5,0,21,10,5,7607.689941,7724.37,24,112.2001172,74.91003906,0,0
12-10-17 22:00,16.02,79.1,1.12,0,22,10,5,7357.029785,7522.01,24,-32.23982422,24.60021484,0,0
12-10-17 23:00,15.62,77.76,1.01,0,23,10,5,7277.970215,7274.41,24,16.02982422,115.0200195,0,0
13-10-17 0:00,15.07,76.59,1.35,0,0,10,6,6985.660156,7060.4,24,-30.20988281,-1.440019531,0,0
13-10-17 1:00,14.37,74.4,1.66,0,1,10,6,6631.259766,6766.85,24,-65.01013672,-195.2401563,0,0
13-10-17 2:00,13.57,71.72,1.77,0,2,10,6,6087.919922,6237.51,24,-64.91976562,-243.0398828,0,0
13-10-17 3:00,12.89,68.74,1.71,0,3,10,6,5888.850098,5970.38,24,-41.72984375,-215.2500391,0,0
13-10-17 4:00,12.61,65.6,1.6,0,4,10,6,5997.580078,6036.52,24,-128.5001758,-165.6302148,0,0
13-10-17 5:00,13.2,72.21,1.56,0,5,10,6,6578.109863,6547.84,24,-170.4699609,-152.1599219,0,0
13-10-17 6:00,14.09,68.33,1.64,0,6,10,6,7461.939941,7550.03,24,-215.4701172,-319.1598828,0,0
13-10-17 7:00,15.59,62.8,1.87,0,7,10,6,8019.709961,8227.02,24,-363.3002344,-347.9300391,0,0
13-10-17 8:00,17.7,55.81,2.31,0,8,10,6,7975.990234,8237.21,24,-410.9402148,-190.0301367,0,0
13-10-17 9:00,20.12,48.16,2.77,0,9,10,6,7945.390137,8137.22,24,-363.3502148,-8.949980469,0,0
13-10-17 10:00,22.51,40.8,3.03,0,10,10,6,7924.310059,7955.58,24,-272.6400391,32.97982422,0,0
13-10-17 11:00,24.62,36.77,2.8,0,11,10,6,7824.52002,7839.68,24,-170.1202148,-12.34978516,0,0
13-10-17 12:00,26.13,31.99,2.64,0,12,10,6,7702.790039,7691.51,24,-181.4299023,32.32019531,0,0
13-10-17 13:00,26.84,30.29,2.94,0,13,10,6,7654.02002,7634.19,24,-119.7298633,103.3999219,0,0
13-10-17 14:00,26.55,33,3.96,0,14,10,6,7685.129883,7631.19,24,-172.9299023,20.16009766,0,0
13-10-17 15:00,25.44,39.61,5.13,0,15,10,6,7855.259766,7693.59,24,-268.5798047,116.5398047,0,0
13-10-17 16:00,23.73,49.15,5.68,0,16,10,6,8068.209961,7888.51,24,-303.7102148,93.0996875,0,0
13-10-17 17:00,20.86,66.73,5.28,0,17,10,6,8011.279785,8012.48,24,-284.7501563,168.6303125,0,0
13-10-17 18:00,19.23,74.26,3.86,0,18,10,6,8014.959961,7944.4,24,-242.6296094,234.9901172,0,0
13-10-17 19:00,18.1,79.74,2.45,0,19,10,6,8187.589844,8020.31,24,-247.9004297,106.7402344,0,0
13-10-17 20:00,17.75,82.42,1.56,0.11,20,10,6,7894.890137,7718.19,24,-92.04015625,10.86984375,0,0
13-10-17 21:00,17.83,83.25,1.27,0.26,21,10,6,7468.609863,7346.21,24,-116.6800586,112.2001172,0,0
13-10-17 22:00,17.88,83.6,1.5,0.42,22,10,6,7395.069824,7325.62,24,-164.9802148,-32.23982422,0,0
13-10-17 23:00,17.27,83.58,1.87,0.25,23,10,6,7342.029785,7279.24,24,3.560214844,16.02982422,0,0
14-10-17 0:00,16.72,85.02,3.84,0.19,0,10,7,7041.509766,7064.98,24,-74.73984375,-30.20988281,0,0
14-10-17 1:00,16.27,86,5.49,0.12,1,10,7,6634.97998,6730.77,24,-135.5902344,-65.01013672,0,0
14-10-17 2:00,16.1,85.82,6.23,0,2,10,7,6076.5,6185.63,24,-149.5900781,-64.91976562,0,0
14-10-17 3:00,16.1,84.95,6.27,0,3,10,7,5889.859863,5878.6,24,-81.52990234,-41.72984375,0,0
14-10-17 4:00,16.08,84.15,6.07,0,4,10,7,5916.709961,5861.2,24,-38.93992188,-128.5001758,0,0
14-10-17 5:00,16.19,80.53,5.25,0.12,5,10,7,6038.22998,6112.67,24,30.26986328,-170.4699609,0,0
14-10-17 6:00,15.99,80.14,5.04,0.17,6,10,7,6355.660156,6573.38,24,-88.09005859,-215.4701172,0,0
14-10-17 7:00,15.9,78.96,5,0.21,7,10,7,6874.27002,6951.78,24,-207.3100391,-363.3002344,0,0
14-10-17 8:00,16.02,76.47,5.19,0.21,8,10,7,7340.910156,7275.16,24,-261.2197656,-410.9402148,0,0
14-10-17 9:00,16.33,72.98,5.49,0.17,9,10,7,7577.27002,7369.41,24,-191.8298633,-363.3502148,0,0
14-10-17 10:00,16.77,69,5.73,0.12,10,10,7,7517.669922,7305.83,24,-31.26994141,-272.6400391,0,0
14-10-17 11:00,16.72,72.46,5.08,0.18,11,10,7,7364.799805,7188.98,24,-15.15998047,-170.1202148,0,0
14-10-17 12:00,18.04,63.7,5.35,0,12,10,7,7202.899902,7049.95,24,11.28003906,-181.4299023,0,0
14-10-17 13:00,18.92,57.6,5.45,0,13,10,7,7069.080078,6876.15,24,19.83001953,-119.7298633,0,0
14-10-17 14:00,18.86,56.99,5.23,0,14,10,7,6949.609863,6795.59,24,53.93988281,-172.9299023,0,0
14-10-17 15:00,18.19,60.11,4.78,0,15,10,7,6962.439941,6858.78,24,161.6697656,-268.5798047,0,0
14-10-17 16:00,17.42,64.03,4.26,0,16,10,7,7161.02002,7075.55,24,179.6999609,-303.7102148,0,0
14-10-17 17:00,16.85,66.04,3.95,0,17,10,7,7393.890137,7225.16,24,-1.200214844,-284.7501563,0,0
14-10-17 18:00,16.3,68.43,3.46,0,18,10,7,7576.759766,7344.45,24,70.55996094,-242.6296094,0,0
14-10-17 19:00,15.88,70.3,3.08,0,19,10,7,7577.02002,7527.02,24,167.2798438,-247.9004297,0,0
14-10-17 20:00,15.45,72.24,2.82,0,20,10,7,7344.629883,7328.29,24,176.7001367,-92.04015625,0,0
14-10-17 21:00,15.02,74.16,2.62,0,21,10,7,7167.5,7014.07,24,122.3998633,-116.6800586,0,0
14-10-17 22:00,14.66,75.8,2.44,0,22,10,7,7018.52002,6997.5,24,69.44982422,-164.9802148,0,0
14-10-17 23:00,14.57,78.26,1.94,0,23,10,7,6917.609863,6793.42,24,62.78978516,3.560214844,-31.01978516,0
15-10-17 0:00,14.24,79.41,1.91,0,0,10,1,6569.790039,6582.29,24,-23.47023437,-74.73984375,-98.58003906,0
15-10-17 1:00,13.88,80.8,1.9,0,1,10,1,6297,6282.17,24,-95.79001953,-135.5902344,-56.72976563,0
15-10-17 2:00,13.5,82.55,1.86,0,2,10,1,5855.089844,5856.69,24,-109.13,-149.5900781,-40.23986328,0
15-10-17 3:00,13.22,83.85,1.84,0,3,10,1,5621.040039,5684.95,24,11.25986328,-81.52990234,-64.24001953,0
15-10-17 4:00,13.25,83.7,1.92,0,4,10,1,5596.490234,5740.6,24,55.50996094,-38.93992188,-161.7402344,0
15-10-17 5:00,14.13,80.64,2.33,0,5,10,1,5686.629883,5979.41,24,-74.44001953,30.26986328,-263.2199023,0
15-10-17 6:00,15.09,76.49,2.47,0,6,10,1,5949.200195,6382.68,24,-217.7198438,-88.09005859,-451.4398438,0
15-10-17 7:00,16.6,70.52,2.72,0,7,10,1,6380.379883,6578.91,24,-77.50998047,-207.3100391,-203.7999023,0
15-10-17 8:00,18.62,63.08,3.11,0,8,10,1,6760.819824,6813.14,24,65.75015625,-261.2197656,-62.14023437,0
15-10-17 9:00,20.61,56.08,3.49,0,9,10,1,7028.870117,6994.51,24,207.8600195,-191.8298633,-90.26978516,0
15-10-17 10:00,21.87,51.85,3.68,0,10,10,1,6993.029785,6813.66,24,211.8399219,-31.26994141,98.94996094,0
15-10-17 11:00,21.49,52.55,3.19,0,11,10,1,6895.459961,6681.32,24,175.8198047,-15.15998047,130.8199219,0
15-10-17 12:00,20.51,56.68,2.98,0,12,10,1,6786.27002,6490.16,24,152.9499023,11.28003906,297.5702344,0
15-10-17 13:00,19.9,59.52,3,0,13,10,1,6671.609863,6414.01,24,192.9300781,19.83001953,357.9702148,0
15-10-17 14:00,20.32,58.62,3.39,0,14,10,1,6630.540039,6419.47,24,154.0198633,53.93988281,446.6898242,0
15-10-17 15:00,21.17,56.39,3.91,0,15,10,1,6789.72998,6552.99,24,103.6599414,161.6697656,572.4899805,0
15-10-17 16:00,21.52,56.46,4.18,0,16,10,1,6971.359863,6798.69,24,85.47001953,179.6999609,502.9701953,0
15-10-17 17:00,20.77,61.47,3.93,0,17,10,1,7301.52002,7093.64,24,168.7301367,-1.200214844,360.9999023,0
15-10-17 18:00,19.24,69.16,3.36,0,18,10,1,7576.910156,7287.21,24,232.3097656,70.55996094,281.6799414,0
15-10-17 19:00,17.79,76.38,2.69,0,19,10,1,7665.759766,7590.41,24,50.00001953,167.2798438,-135.5099609,0
15-10-17 20:00,16.9,81.13,2.08,0,20,10,1,7394.109863,7367.91,24,16.33988281,176.7001367,-157.1999805,0
15-10-17 21:00,16.46,83.8,1.58,0,21,10,1,7032.459961,7008.53,24,153.43,122.3998633,-204.6899023,0
15-10-17 22:00,16.23,85.37,1.16,0,22,10,1,6854.009766,6869.99,24,21.02001953,69.44982422,-159.2000391,0
15-10-17 23:00,16.07,86.28,0.87,0,23,10,1,6718.740234,6708.2,24,124.1898633,62.78978516,68.80986328,0
16-10-17 0:00,15.72,87.46,0.56,0,0,10,2,6480.540039,6465.18,24,-12.49996094,-23.47023437,6.920195313,0
16-10-17 1:00,15.3,88.75,0.34,0,1,10,2,6251.459961,6240.11,24,14.83,-95.79001953,41.00017578,0
16-10-17 2:00,14.89,90.18,0.24,0,2,10,2,5857.319824,5829.26,24,-1.60015625,-109.13,37.65996094,0
16-10-17 3:00,14.66,91.03,0.22,0,3,10,2,5713.339844,5708.16,24,-63.90996094,11.25986328,-23.50021484,0
16-10-17 4:00,14.85,90.4,0.23,0,4,10,2,5815.5,5856.99,24,-144.1097656,55.50996094,57.76990234,0
16-10-17 5:00,15.16,89.07,1.22,0,5,10,2,6379.069824,6411.65,24,-292.7801172,-74.44001953,37.00988281,0
16-10-17 6:00,16.34,83.78,1.18,0,6,10,2,7413.77002,7439.32,24,-433.4798047,-217.7198438,-121.9201953,0
16-10-17 7:00,17.83,76.2,1.25,0,7,10,2,7940.569824,8205.75,24,-198.5301172,-77.50998047,-310.4000195,0
16-10-17 8:00,19.45,66.7,1.6,0,8,10,2,7911.910156,8205.87,24,-52.32017578,65.75015625,-305.1202344,0
16-10-17 9:00,21,56.87,2.15,0,9,10,2,7946.100098,8145.24,24,34.36011719,207.8600195,-396.5901367,0
16-10-17 10:00,22.32,48.6,2.79,0,10,10,2,7865.450195,8032.43,24,179.3697852,211.8399219,-342.9699023,0
16-10-17 11:00,22.54,49.69,3.24,0,11,10,2,7776.299805,7919.82,24,214.1399609,175.8198047,-225.7898633,0
16-10-17 12:00,23.58,44.35,3.73,0,12,10,2,7706.910156,7853.56,24,296.1100195,152.9499023,-209.5900391,0
16-10-17 13:00,24.17,40.92,4.18,0,13,10,2,7713.149902,7860.72,24,257.5998633,192.9300781,-242.7301563,0
16-10-17 14:00,24.12,39.82,4.59,0,14,10,2,7727.209961,7872.38,24,211.0700391,154.0198633,-139.3903125,0
16-10-17 15:00,23.46,41.29,4.85,0,15,10,2,7823.740234,7976.1,24,236.7399805,103.6599414,-301.4296484,0
16-10-17 16:00,22.29,45.52,4.79,0,16,10,2,8046.459961,8183.06,24,172.6698633,85.47001953,-128.6102734,0
16-10-17 17:00,20.78,52.58,4.28,0,17,10,2,8278.129883,8363.82,24,207.8800195,168.7301367,-62.07023437,0
16-10-17 18:00,19.17,60.42,3.61,0,18,10,2,8295.110352,8346.87,24,289.7001563,232.3097656,-58.17992188,0
16-10-17 19:00,17.85,67.31,2.97,0,19,10,2,8268.889648,8368.11,24,75.34976563,50.00001953,-2.560234375,0
16-10-17 20:00,17.07,71.8,2.52,0,20,10,2,7973.299805,8018.06,24,26.19986328,16.33988281,-16.24988281,0
16-10-17 21:00,16.66,74.49,2.18,0,21,10,2,7544.660156,7563.49,24,23.92996094,153.43,-23.09980469,0
16-10-17 22:00,16.35,76.45,1.83,0,22,10,2,7356.790039,7427.41,24,-15.98023437,21.02001953,-32.51021484,0
16-10-17 23:00,15.77,80.28,1.35,0,23,10,2,7266.910156,7267.62,24,10.54023438,124.1898633,-3.480214844,0
17-10-17 0:00,15.05,83.71,0.96,0,0,10,3,7029.240234,7034.36,24,15.36003906,-12.49996094,11.34021484,0
17-10-17 1:00,14.36,86.57,0.82,0,1,10,3,6810.680176,6732.34,24,11.34996094,14.83,-48.64013672,0
17-10-17 2:00,13.86,88.18,1.05,0,2,10,3,6244.950195,6202.38,24,28.05982422,-1.60015625,-85.88998047,0
17-10-17 3:00,13.71,88.12,1.39,0,3,10,3,6010.189941,5922.02,24,5.17984375,-63.90996094,-152.1899609,0
17-10-17 4:00,14.04,86,1.49,0,4,10,3,6098.600098,5983.34,24,-41.49,-144.1097656,-134.4301953,0
17-10-17 5:00,14.53,82.34,1.2,0,5,10,3,6590.450195,6493.89,24,-32.58017578,-292.7801172,-68.60980469,0
17-10-17 6:00,15.79,76.28,0.89,0,6,10,3,7553.669922,7508.36,24,-25.54998047,-433.4798047,-53.47019531,0
17-10-17 7:00,17.12,70.1,0.9,0,7,10,3,8060.120117,8196.18,24,-265.1801758,-198.5301172,-181.3099023,0
17-10-17 8:00,18.23,65.03,1.48,0,8,10,3,7963.870117,8182.97,24,-293.9598438,-52.32017578,-258.4400781,0
17-10-17 9:00,19.23,60.89,2.42,0,9,10,3,8020.140137,8080.81,24,-199.1399023,34.36011719,-135.8098438,0
17-10-17 10:00,20.27,57.1,3.38,0,10,10,3,7958.890137,7972.25,24,-166.9798047,179.3697852,-3.630019531,0
17-10-17 11:00,22.89,49.29,4.24,0,11,10,3,7886.77002,7806.26,24,-143.5201953,214.1399609,-34.85988281,0
17-10-17 12:00,23.8,46.97,4.85,0,12,10,3,7806.799805,7761.47,24,-146.6498438,296.1100195,-33.19,0
